Messwert1;Messwert2;Messwert3;Messwert4
-1516104565;-474227,2646;3816;false
663077001;540405,0538;40177;false
-1455410097;-173925,6808;59596;false
-472587606;-175748,4589;47232;true
243125288;103545,6934;37990;false
-1907183295;-268958,2985;33933;false
-93818856;-26324,03367;12423;true
1603604629;287332,8488;12652;false
701139357;135643,1335;48712;false
-1295510161;-839604,7706;34050;true
-1758902555;-648323,8316;17045;true
497513628;71369,0472;6373;true
37285653;4567,081455;19275;true
381510050;79880,66374;18363;false
-1839340438;-1190511,61;11411;false
1081329486;410527,5194;56993;true
-1655264433;-1295199,087;12835;true
970748491;602201,2971;18071;true
1042943647;117158,3517;2603;false
-615764739;-79289,8196;18104;false
-689395511;-90853,38838;27673;false
-1480383245;-333645,0856;44889;true
-1545714481;-687595,4097;1328;false
-864345017;-166380,1765;36724;true
1904137882;603338,9994;55467;false
1860785267;228850,7277;7526;true
-1777027645;-503549,9136;15440;false
1403951431;158084,8363;24130;false
-1578550506;-318191,9988;63201;true
1363220993;158495,6392;22546;true
1511320768;221568,7975;51857;false
-640173334;-246790,0285;10140;true
-47753432;-6261,102924;43547;true
-1649685548;-231048,3961;9235;true
231517460;62437,28695;44916;false
810557646;85845,96971;32084;false
1776367667;188614,1078;29291;true
1867462980;945550,8759;11898;false
1156683302;117049,5145;54111;false
-1644434592;-482947,0167;25649;true
-1001040186;-144366,9146;56388;true
776787055;84286,78982;33555;true
165985724;20886,58915;11736;true
1930324659;209476,3602;41767;false
190098396;26387,89506;56957;false
-691719538;-559191,2191;2461;false
-389097749;-229963,2086;55696;true
-1611371422;-618806,2296;9211;false
-1676646929;-506233,9761;23250;false
-265334795;-75443,50156;11321;false
-1630816728;-1212503,143;11853;false
1412509825;1220838,224;62815;false
1530766207;190821,0181;31721;false
608821566;80468,08961;25014;false
1484116201;395553,3585;40506;false
1726213699;667522,6988;53723;false
-838969723;-97396,06722;47067;false
1340037855;207371,9986;23806;true
1533822041;239062,0388;63073;true
-1075630567;-149705,0198;23659;false
1139619119;130900,4272;3466;true
195294115;75084,2426;44366;false
1754187467;263787,589;12543;false
-521263361;-173754,4537;16290;false
-1968489749;-212694,7325;33228;true
14529241;1577,893245;61110;false
330881098;51219,98421;26366;false
-1543544364;-172868,6711;41443;false
-257524193;-39078,02625;64337;false
-213608171;-110620,4925;5447;false
31146572;9269,813095;64329;false
1409500949;1006067,772;51626;false
-529642686;-144948,7373;49743;true
298233149;87638,30414;36915;false
-1140779866;-133066,5888;23978;false
-1871846109;-450179,4394;49967;true
-1091402538;-121903,5561;60809;false
-1410415037;-175862,2241;44831;false
-1609914774;-1294143,709;44724;true
1692263343;1188387,179;1131;false
-1951553569;-1228938,016;49199;true
1177923974;155276,0314;51990;true
499969145;143876,0129;11048;false
-614800440;-76117,42479;64690;true
1860592729;339214,7181;47371;true
1608503283;326202,2476;11559;false
240894839;155818,1365;54173;true
1528424360;190055,2549;45407;false
-1068785724;-635803,5241;3323;false
876991352;247039,8175;33704;false
-432639607;-262843,0176;49233;true
-1517664981;-545726,3506;49753;true
-1527326269;-603924,9779;61383;false
766686681;160764,6637;25417;true
-1178574552;-132498,5444;51321;true
1695727219;560200,6009;60869;true
-1372603529;-414433,4327;41157;false
170605557;37471,02065;6001;false
638577890;66511,60192;29476;true
-1117182605;-692611,6584;9439;true
-268215640;-42033,48065;23686;false
-1027125202;-257877,2789;23001;true
1583438468;467366,7261;40852;true
1388334605;336077,1254;62204;true
-1515075536;-257578,2958;8401;true
1538552818;233893,709;13044;false
401710738;82385,30312;51777;false
90133708;13117,98981;24231;false
-1197520429;-161630,5074;19301;true
1723333884;289782,0555;49632;false
347827088;68348,8088;13517;true
79600784;8159,161952;16980;true
1909791120;258954,7281;46116;true
1463721023;632550,1396;8350;true
1774168816;296783,007;14732;true
-1159754571;-346092,0833;32142;true
123555321;18828,91207;1717;true
417285645;94259,23763;29455;false
-415151617;-59231,21943;64590;false
-1542768993;-428785,1565;20951;true
1803829308;866392,5591;24492;true
-749169085;-328438,8799;9568;true
-1624311426;-296786,3011;26542;false
1822601404;202443,7858;21594;true
-1173596881;-1093752,918;622;true
469254155;214467,1641;63395;true
-1214506078;-136002,9203;57285;false
-1890392229;-224485,4802;49698;true
-1358607780;-724977,4707;54800;false
-1920541512;-357044,3413;32808;true
-1129473707;-1011167,15;8627;true
-1623990239;-221161,6831;28914;true
309944951;105173,0407;61447;true
-1212664335;-219090,2141;10589;true
-546291472;-59269,9872;17111;false
1824202963;1092991,59;50273;true
792710582;90244,82946;47040;false
-1031732091;-263533,1011;36429;false
1592568797;482450,4081;6664;false
1631087568;331994,2129;16223;false
-1534825451;-253271,5266;41304;false
-1445550072;-168361,2942;9853;true
1273028036;210452,6428;28880;false
576063398;375775,2107;27187;false
1974017501;607390,0003;47071;false
-840707753;-91311,80113;17625;false
-866455753;-95214,91791;63462;false
1766371306;691880,6526;7565;true
1717594031;253706,6516;22558;false
1210884026;1126403,745;18000;false
1434500979;225763,4528;8480;false
368121128;41066,61401;46416;true
-17404852;-6018,275242;12498;true
-1026569045;-427558,9525;48276;true
1038476596;454873,6732;58486;false
1071455914;505880,9792;45838;true
-453064065;-180001,615;64293;true
1316552384;232483,204;19194;true
888775142;427706,9981;11934;true
500357016;66457,30057;13365;true
1601819884;198343,2249;23404;true
932669206;426460,5423;37203;false
-1861474110;-332941,1751;21160;false
-81325922;-19691,50654;42850;true
1231114293;154371,6982;8233;false
748286405;201531,4853;54322;false
1638391564;251248,5146;41023;true
-18357229;-2426,920809;42247;true
-757219851;-91143,45823;39522;true
-565597797;-75003,02307;8752;true
969296813;98948,22509;62637;false
-1564670809;-735969,3363;2740;true
-559927915;-162392,0867;23366;false
-1241925091;-168077,56;64030;true
1857875444;199922,0321;55024;true
169946408;18595,73345;22283;false
882609550;237133,1408;453;false
-755447057;-165959,371;63896;true
-559918041;-95614,41957;59074;true
1346359249;433610,0641;27833;true
1384814976;166324,1624;47197;true
496908452;264032,1211;22042;true
1271919801;567567,9612;11581;true
283365254;88940,75769;61409;true
-973013979;-120243,942;58220;true
572629790;155775,2421;44264;false
1181953823;417799,1598;12429;false
-332658612;-119704,4304;32746;false
962538062;110155,4202;34736;false
351219726;38464,54123;9018;true
-1959740226;-366238,1286;7701;true
-1261298785;-978509,5306;48586;true
858744697;118709,5241;45961;false
-89447831;-15825,87243;44979;false
-1849077932;-264191,732;20879;true
-1837353349;-494710,1101;64880;false
1584734141;196763,6132;25364;true
28794057;13916,8956;35464;true
-1633610497;-187126,0592;661;false
-1348316377;-201602,3291;54825;false
-1276882487;-144836,9427;47429;false
1169260905;375726,5119;11430;false
-925933154;-613200,7642;41274;true
13210533;1624,112737;386;true
1068643842;177929,3776;62254;false
-1083154312;-539957,2841;58280;false
1640317305;318384,5701;10245;false
1306661163;766819,9313;18666;false
1568111594;528339,4858;12254;true
601351622;432938,5328;31897;false
1201253210;189681,5427;41609;true
185938714;181403,6234;62575;true
974946890;751693,8242;35113;true
1733398676;510123,2125;46318;true
-1768327314;-177293,695;21212;true
1176160640;226882,8395;10412;true
-166364292;-34379,89089;13456;true
-212831063;-150730,2146;17526;true
263113245;117251,8917;30178;true
-1546230006;-540639,8622;63954;true
309854340;71891,95824;50482;false
-1995434887;-257110,5382;33242;false
580343813;207413,8002;23785;true
-873624518;-97188,17644;57229;true
1472283011;203860,8434;30769;true
-988054146;-594854,9946;36847;true
60321945;8684,414771;33216;true
-819630186;-95294,7548;46861;true
-1226471546;-1062800,3;63169;false
-1245166860;-247695,8146;45855;true
-1601401764;-160493,2616;26800;true
-1642646058;-220548,6114;37423;true
-375820952;-194222,7142;34658;false
-461670099;-106179,8756;57428;true
1336917030;224239,6897;62996;true
-768334788;-83550,97738;64410;false
-1529133279;-200253,1795;24520;true
814944579;105878,2096;50533;false
-864128441;-207125,7049;58863;false
1012656519;104408,343;46521;false
-477170048;-89794,89048;8531;true
1141916051;217756,684;42212;false
-1677440027;-238679,5713;15454;true
-1620618785;-249517,9038;44874;true
1165293837;126827,8012;7054;true
1646044714;238938,1208;28013;true
-1001598011;-120558,2584;12745;true
-1728363578;-204855,2303;27903;false
1954692725;342988,7217;15221;true
-382993542;-126609,4354;21145;false
660132364;71925,51362;63478;false
-350882421;-89283,05878;30164;false
-134301210;-77900,93387;7933;false
-866671592;-230130,5343;50243;false
923697671;330009,886;10657;false
-1797510094;-427063,4578;39989;true
1996124911;840119,912;55604;false
-1618968014;-251626,9838;61467;false
1267065280;194275,5719;17771;false
1463417125;289441,6782;61110;true
1879259284;352515,3412;34328;false
-1486509849;-541533,6426;28217;true
174601831;17843,82534;62470;true
1975780379;279815,9438;48098;true
-1156124117;-390450,563;13896;false
1435846650;174126,4431;29939;true
223412230;23973,84161;22743;true
-1852724402;-551898,8388;32239;false
1956668643;1485701,323;12161;true
326490431;35368,91247;3776;false
1157150994;148011,1274;49351;false
-1023025944;-130305,1769;42321;false
-1666854686;-365538,3083;6518;false
1048798512;127980,2943;21815;true
1998768788;463859,0828;2471;false
-269561766;-65875,30938;15912;false
385483302;62812,98713;9003;true
-309881254;-44949,41311;43152;true
-1125755238;-453750,5998;25371;true
1845673056;340970,4519;49429;true
95547450;18815,96101;52192;true
855927567;176589,1411;55321;false
973909359;117140,8899;28848;false
1849986386;192006,8901;49967;true
-1490683313;-212529,6996;60769;false
-586842688;-77614,42772;3514;true
225435567;112045,5104;47964;true
-244961139;-81355,40983;31285;false
-1559350833;-466592,1104;58325;false
1238773379;197477,0252;11598;true
1305692853;189974,2257;49867;false
-1022435544;-109774,0545;34972;true
1718661692;355683,2972;25834;false
-1017359673;-116576,1055;33114;false
1912545405;884618,5962;12124;false
-730405857;-92292,88059;60011;false
1497974498;490014,5561;15942;false
53773990;19828,1674;42659;false
1793742904;863206,4023;53691;false
1715413964;190834,7941;15469;true
431800377;55889,25408;33031;true
1487877504;1255592,83;22315;false
-913528506;-207998,2937;47179;true
-1699883210;-266147,3634;26361;false
951635307;203645,4755;53922;true
1477088963;292492,864;13089;true
1394438616;293442,4697;49753;true
-1240456468;-267512,7168;61091;false
-851806360;-244561,114;58033;true
817291286;117884,2184;5409;true
-204321362;-40475,70563;2977;true
1658009722;282022,4055;25502;false
1999802785;288738,4905;39356;true
357496522;100195,2136;2024;true
14855205;3362,427569;1340;false
-224410689;-121500,1023;35137;true
-842908045;-110545,3174;54710;true
1905945073;199973,2529;64645;true
1260069989;1132138,355;24744;false
391566136;42561,53652;8854;true
-1442212293;-412768,2579;49650;true
-1203975007;-325662,7014;64155;false
1402384;1315,557223;43936;false
-1609546521;-164592,1384;8785;true
-506796322;-87183,26544;23629;true
1683456515;190242,5715;16939;true
-1811705832;-363140,0746;8453;false
1766800463;475074,0691;11024;false
1722046482;480481,7193;30845;true
1173131385;472655,6749;39594;true
1373542134;200195,6178;18102;true
-1198882614;-230332,8749;25639;false
-1324067650;-232374,1049;49867;true
-1563702297;-352105,8989;13982;false
288767892;30086,25672;22768;false
58167197;10915,21805;4834;false
-1992172431;-510420,8125;51796;true
40918054;7755,506823;39036;false
520198765;84764,3417;26713;false
-1388923444;-268650,5694;42144;true
-6673280;-671,0186023;8108;false
-1065640200;-134567,5212;64988;false
1691399878;206318,5994;771;false
388780;95,64083641;46123;true
1932274965;208174,4198;1098;true
-546261796;-87123,09346;44896;false
-1137376838;-209848,1251;36971;false
1705808798;355524,9683;54877;true
1296775065;147260,398;29661;false
1893410501;923164,5544;27658;false
-487745868;-472164,4414;22655;true
-144749662;-17150,43389;10742;false
746305314;180616,0005;42322;false
-281017443;-92197,32382;2641;false
692446269;111022,3295;50151;false
-1888262695;-664413,3339;20371;false
-1399862168;-332587,828;55287;true
935250973;217804,139;49954;true
-1471080421;-147639,5445;54845;true
1289796032;599905,1312;37051;false
1890040268;929680,4073;59279;true
-412978842;-58553,64271;52459;true
-506647485;-59326,4034;64166;false
-1073613794;-116091,457;17675;false
1185830794;538279,9791;16773;false
1120297832;289932,1511;33411;false
-1821221223;-1294400,301;37118;true
-53463017;-6443,656382;30177;true
-114235453;-52764,64342;22609;true
1171980943;157144,1329;25851;true
143945747;39962,72821;44154;false
-1487613592;-154992,0392;57639;true
1834254499;481558,0202;30747;true
-40937903;-20908,01992;6991;true
1353182901;248929,8935;60963;false
207847603;50632,79001;10806;false
-344708820;-170142,5568;12016;false
-570267577;-115743,3686;64369;true
-1329020463;-786402,6408;8686;false
403126817;40494,90879;14435;false
-471707737;-120888,7076;1440;true
-1067871584;-144835,4244;32001;true
440006354;138019,559;16543;false
-63460784;-17013,61501;61969;false
-1851326470;-439954,009;5280;false
599165561;89334,36126;41408;false
611070652;62938,57781;53394;false
-1316791927;-307230,9676;56474;false
15774148;1950,315035;35108;false
741927239;78419,53694;14251;true
-576468900;-125839,0963;37119;false
1639213566;581693,9553;55071;true
323019446;38537,27583;23880;true
1382602244;144517,8472;47448;true
-627198045;-79816,49847;49768;true
1341553579;301066,7816;50591;false
-1593870664;-280512,2605;25869;false
-457667903;-322301,3401;6120;true
-1513409958;-193160,1733;4084;false
-1630809438;-232540,9152;58600;false
719858809;129030,0787;3489;false
764622912;214300,1435;2750;false
-760224447;-78164,1422;31412;false
1929978920;744590,6327;40738;false
820348045;198968,723;64907;true
1198198363;129843,7758;62597;false
534382813;60919,15333;48845;true
-848326644;-93469,22036;13320;false
442325615;51319,83003;28347;false
-1212000600;-148894,4226;25421;false
-539096763;-79278,93574;61124;false
-1901846908;-208604,4651;34250;false
-1817587584;-538384,9479;63778;false
1859016636;228408,4821;7538;true
979395293;175048,3097;62556;false
637997669;80545,0914;8928;true
-1824776666;-557694,5801;44770;false
1915365177;327356,8923;24093;true
90905137;18276,06293;56283;false
536370707;125115,6303;18861;false
-1828103989;-200537,954;47583;false
1975556530;232856,7339;17568;false
-1879748384;-403206,4316;43051;true
1961341184;345854,5555;35522;true
-1138275785;-389287,2042;2726;true
-1246537720;-176288,7456;42428;true
-1110312097;-846919,9825;37376;true
1650787444;443760,0656;6208;false
1365990751;340391,4156;39950;false
307035908;37512,02297;60952;true
1611308009;184191,5877;39325;false
-1861526250;-618241,8632;45317;false
-1978349646;-909168,0358;7110;false
-299248655;-37284,90593;52342;false
698081553;186752,6894;54390;true
384524826;58795,84495;25156;false
-1479236884;-381344,9044;39218;false
810212213;117235,1632;37312;true
376537418;52420,63455;53202;true
-1234778370;-130969,2798;34745;false
420972393;96002,82623;30993;false
422432402;98423,20643;27099;true
1230366002;143232,3634;61836;true
-962132132;-101759,0832;38728;false
545004919;277921,9373;41339;false
-1009433437;-364022,1554;60252;false
1856947086;327446,1446;5323;true
-274142311;-84092,73344;51814;true
1717058034;787280,1623;14406;true
1240401717;145946,784;22121;false
909364584;169467,8688;51979;true
-1038783774;-188321,9315;60518;true
1928250267;266701,2817;64681;false
-865335787;-536143,6103;20484;true
-1506364166;-169884,3088;60105;true
-1961380692;-860254,6895;17255;true
385123001;46563,05175;24288;true
-1603795451;-308837,9455;59218;true
946635632;313351,7484;37208;false
1989194741;432527,6671;6741;true
1436419920;374360,1564;63343;true
1918476978;1131844,825;54253;true
-268675943;-32126,74196;7322;false
-178424446;-23028,45199;61852;true
1338803068;975093,276;59571;true
-984742574;-272028,3354;59202;false
-181893549;-31344,74393;5978;true
1074079027;452624,9587;12242;true
1057396862;913912,586;51147;true
-389901415;-45164,06985;33667;false
-1114097089;-183753,4371;25732;true
-531015692;-257399,7538;63810;true
-319160330;-60584,72475;25672;false
-898722118;-133065,1641;39058;true
1001824883;198735,3468;62358;true
625474636;77718,02137;16597;false
-785063670;-131589,6195;9890;false
-506394411;-182813,8668;8054;true
-1774724786;-804498,9964;24156;true
-567029931;-289300,9852;33186;false
1478648844;372737,2937;37099;true
-699605755;-216462,1767;28156;false
46908183;10939,40835;26195;false
-785784310;-80354,26015;54621;false
18147867;9889,845777;3769;true
-1581346608;-417682,6751;10978;false
584458211;119155,5986;48205;false
-1364200869;-467832,9455;14456;false
-1108959400;-415807,799;16635;true
1569534407;1055503,972;13853;true
1046595969;120672,8893;57691;true
1730319358;196047,9671;61552;true
-258645735;-59871,69792;4163;true
-1517947416;-266962,261;40860;false
-514717515;-107794,244;2361;true
1433891639;168336,6564;23386;true
1443090338;154572,6583;53953;false
319596965;38348,56791;40533;true
112766847;17691,69234;34110;true
-1813968913;-502623,6944;11200;false
-1079627777;-109740,575;817;false
-1200553100;-363033,8978;29184;false
368781216;70499,18104;42041;true
339107738;45347,38406;35645;true
993441426;122194,5173;55656;false
1817366243;214742,555;24694;false
447814878;80153,01199;30145;true
85350596;14215,62225;58290;false
885613338;629433,7868;13538;false
-1810123442;-300086,7775;44243;false
-1361513366;-303097,3655;31479;false
1059739980;212500,4973;388;true
-705023555;-186959,3092;61932;false
1410936316;145697,6782;21006;false
-1274994312;-287419,8179;48270;false
1059850017;111305,3998;55345;true
1095804923;424566,0298;22597;true
1722491266;470883,3423;60746;false
-631228365;-90798,09623;28564;true
89135359;20637,96226;36148;true
1414541361;161164,562;6540;true
475270100;215151,6976;15591;false
-1269539355;-220062,2907;22544;true
-587803870;-88139,73159;7673;true
-1407574299;-207790,7143;19194;false
1320745243;142061,4438;22795;true
351675990;54735,56265;22882;true
953458353;102061,4807;25979;true
-190938308;-26009,84988;61699;true
-1506409341;-241450,4473;45197;false
-1018906351;-106502,1795;49010;false
1647494856;297757,9714;12292;false
756664758;100929,006;14117;true
-579270581;-64947,92925;19217;true
-1589565197;-450557,0286;42655;true
-1618932994;-176028,3782;38809;true
-716080597;-125452,1018;28493;false
1791317973;251801,7955;62444;false
-174207068;-38186,5559;8950;false
1570993853;257413,3792;55481;true
415247529;69719,1956;59351;false
444812542;49145,12673;29431;true
-204855500;-43109,32239;36866;false
1845595371;269666,1851;4037;false
646209214;122156,7512;1405;true
5342649;907,9960911;58988;false
1445883891;252335,7576;47560;true
1114776269;435970,3829;14943;false
1261290623;202779,8429;47363;true
-1790992910;-217459,0712;21620;false
-440535770;-106102,0641;7964;true
853783620;324262,6738;6366;true
-1100154319;-611876,7069;46717;false
687894636;98552,24011;34211;false
-1920885638;-199096,7701;34031;false
1925974510;570321,146;30989;false
-1954228618;-273280,4668;10629;false
1265120754;308415,5909;44184;true
1737027004;652037,1637;6948;false
1002312637;570793,0735;28942;false
510278871;51320,41346;51785;true
-147432315;-48932,06605;15728;false
170883178;39556,2912;47006;false
515475094;394094,1086;56836;true
205930804;83508,03082;28950;false
182102397;78289,93852;29693;false
1426589875;300587,8371;6137;true
848353394;125644,7562;28507;false
1525544767;1121724,093;10481;false
-1517119675;-189167,0418;21787;false
859744947;423102,8282;35212;false
-376134584;-113430,2123;23273;true
-859729637;-120952,3969;11972;true
779670567;541814,1536;30998;false
1295220758;272735,4723;20860;false
1724653793;196385,0823;61147;true
1691189389;833098,2212;10329;false
-1493136647;-161822,5476;29777;false
1222710228;241785,6887;57875;true
-1260624406;-410092,5198;19935;true
1147782228;595631,67;59324;false
1311581465;240480,65;23084;true
103742996;21496,6838;35540;true
-122011926;-12445,11689;29699;false
356941745;73672,18679;22438;false
1493548248;481945,2236;61281;true
-1184123789;-182397,3797;11274;true
-725248322;-290797,2422;61682;true
-999112163;-348001,45;22390;false
-1480877748;-171576,6131;55564;false
-1098025080;-127677,3349;4728;true
1188510059;133032,243;26857;true
-1231087817;-599945,3299;11991;true
1439820029;594966,9541;40620;false
-1161783049;-170000,4462;42389;true
351977219;47125,07953;47492;true
-1576929916;-172606,1642;2715;false
1942843359;320178,5364;16378;false
-1988553959;-229943,7973;60680;false
-1398372462;-146074,633;61367;true
-1518600172;-301070,613;45017;true
1937556803;238585,9873;38203;false
546998491;190525,4235;27562;true
-333415778;-267803,8378;9643;false
-230903407;-30506,46149;61402;true
1997695739;246629,1036;6975;false
-1327163738;-229018,7641;44997;true
1103033551;639810,6444;25550;true
-1660533994;-1239204,473;63002;false
-280108951;-120373,4211;11918;false
1871709725;331217,435;10828;true
-1071123845;-143659,314;20593;true
-1228947536;-151871,915;33802;true
1425618491;403514,9989;8075;true
-485455175;-127717,7519;57986;true
-1802947881;-330755,4359;59629;false
25890944;5431,286763;46690;true
-787817749;-131084,484;24789;true
983397285;195778,8742;29612;true
924880691;141160,0566;32199;false
296076117;288011,787;24579;true
-1044670374;-483643,6917;4042;false
-931440366;-137991,1653;132;true
406580823;86304,56867;18967;false
-46182930;-5175,137831;50729;false
38974703;6532,803051;61874;true
1315851003;136655,0008;29071;false
1111500663;159721,3196;15037;false
-1624252448;-217436,74;54002;false
1012063382;138052,5688;52917;false
1421532246;235119,4585;40615;false
649676273;359732,1556;32049;true
-1232624304;-204891,008;18386;false
1423126086;267655,8371;58117;false
-503676349;-80164,94493;20348;true
-1020474464;-462590,4189;20132;false
601682260;122218,6187;1843;false
-1338389730;-142609,4544;48606;false
817150252;83077,49614;28170;true
1646721309;294794,3625;21781;true
1538466512;862852,783;51733;false
67907823;21435,55019;54542;false
1717892623;202247,7776;41848;true
-1194068522;-144403,0139;36397;false
178719272;25875,09367;273;false
186796103;24562,27521;19044;true
-786218040;-96872,60227;12020;true
1280039704;589065,6714;7877;false
-1489607448;-397971,533;61495;true
510312864;53113,32889;27897;true
-1557786453;-1226603,506;57259;false
-1549382201;-156519,0626;29261;true
-1352933852;-150660,7853;58879;false
1420096376;409485,6909;23254;false
-1804029830;-211393,2306;21770;true
1451510085;930455,1827;36952;false
465245425;159603,9194;32474;true
29008336;5246,579128;58228;true
1486958181;207415,0064;36290;false
-1766125162;-197951,7106;2512;false
1981319318;232276,5906;6929;false
1134503974;862085,0866;8465;false
-1689449539;-193256,6391;19432;true
-1285066862;-794231,6823;16947;true
1683426168;395541,8628;2293;false
-1387683591;-939528,4976;46983;true
-188807075;-26125,23523;53305;false
-985221848;-120251,6597;56444;false
457470447;118362,3408;34107;false
1724806115;358140,8046;21425;true
23747077;2440,854867;44026;false
-1151456743;-524104,1161;59563;true
150058079;15032,86706;32397;false
-1461151445;-1042190,76;598;false
1334695725;616203,0125;5182;false
935911236;120482,9089;63717;true
-898208099;-100990,3417;16535;true
1256394727;134388,1407;15145;false
1979617452;1095527,09;33159;false
448151853;61164,44015;48535;true
18027094;1938,605657;2916;false
1222348572;122271,5387;511;true
-958614296;-339212,419;59265;false
1153299628;143409,5533;10125;true
-1541256115;-419389,419;19477;true
-1301189877;-235680,1081;23745;false
-560349261;-110982,2264;50348;true
